study_accession,triage_verdict,outcome,confidence,reason_code,evidence,model,decision_stage,note,n_infant_samples_est,body_site_call,slot,validator_ok,validator_msg,study_title,n_samples,n_runs,first_public_min,sig_infant_hit,sig_infant_title,screen_haiku,linked_infant_paper,universe_slice,catalog_status,assessed_downstream,recov_age,recov_antibiotics,recov_delivery,recov_feeding,recov_preterm,recov_probiotic,cohort_id,cohort_name,cohort_crosswalk_names,n_biosample_infant_flagged,n_linked_papers,linked_pmids,median_gbp,median_read_len,paired_share,instrument_model_top,generation_top,timepoint_class,country_top,worklist_rank,expected_field_yield,effort_class,controlled_access,n_biosamples,sample_unit,cov_probiotic_exposure,cov_preterm_status,cov_gestational_age_weeks,cov_delivery_mode,cov_feeding_mode,cov_antibiotic_exposure,cov_age_at_collection_days,cov_birth_weight_grams,cov_country,cov_maternal_antibiotics,cov_hmo_supplementation,cov_nec_status,cov_health_condition,cov_multiple_birth,cov_sibling_in_study,cov_geo_subregion,n_unique_infants_est,max_timepoints,longitudinal,n_mothers,n_infant_scope_samples,ena_url,ncbi_url,n_age_scope_infant,n_adult_flagged,n_age_unknown_mixed_study,n_age_unknown_no_study_estimate,n_infant_evidenced,n_non_infant_role,n_study_all_infant,mixed_age_deposit,n_infant_role_samples,n_infant_samples_with_subject,n_unique_infants_source,n_unique_infants_upper,n_unique_infants_display,n_sample_rows,n_biosamples_shared_with_other_study,sp_n_samples_profiled,sp_frac_samples_profiled,sp_median_bifidobacterium_ra,sp_median_shannon_genus,sp_n_runs_profiled,sp_frac_runs_profiled,sp_coverage_class,sp_frac_runs_flagged,sp_frac_low_complexity_profiled,sp_frac_low_depth_profiled,sp_median_spf,sp_median_known_species_fraction,sp_auditor_attention,sp_auditor_reason,first_author,last_author,n_authors,n_author_papers,organisations,sp_median_scope,sp_n_samples_panel,sp_panel_scope,sp_coverage_note,n_catalog_scope,n_excluded_host_or_isolate,n_body_site_excluded,n_run_units,n_parent_biosamples,shared_biosample_note
PRJNA215106,include,included,0.6,,"[{""source"": ""study.description"", ""quote"": ""enriched for children in the first two years of life""}, {""source"": ""paper.abstract"", ""quote"": ""fecal DNA from 22 healthy infants and children""}, {""source"": ""study.title"", ""quote"": ""Pediatric Fecal Metagenome""}]",claude-opus-5,opus_adjudication,,,,triage_verdict,True,,Pediatric Fecal Metagenome,22,169,2014-04-15,False,False,yes,True,enumeration_v1,included,True,R2,R3,R2,R2,R3,R3,COH0108,Moore 2013 USA,,0,5,24236055;36177457;37191543;39287373;41350579,0.155500807,104.5,1.0,Illumina Genome Analyzer IIx,other,single_timepoint,"USA: Seattle,WA",164.0,6.8,multiple_supp_tables,False,22,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,10,https://www.ebi.ac.uk/ena/browser/view/PRJNA215106,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA215106,10,12,0,0,10,0,0,True,10,0,no_subject_evidence,10.0,"unknown (≤ 10, no subject evidence)",22,0,1,0.0455,,,1,0.0059,partial,0.0,0.0,0.0,,,True,low_known_species_high_depth_majority,Moore AM,Dantas G,27,5,Washington University in St. Louis,fallback:no_age_evidenced_profiled_samples,0,fallback:no_age_evidenced_profiled_samples,,10,0,0,0,0,
PRJNA221723,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""Gut metagenome from two premature infants""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal sample""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,2.0,gut/stool,triage_verdict,True,,Gut metagenome from two premature infants,2,2,2014-02-05,True,True,yes,True,enumeration_v1,included,True,R2,R3,R3,R3,R1,R0,COH0018,Brooks 2014 USA,,2,3,24468033;37191543;38172624,16.040050896,94.8675419174707,1.0,Illumina HiSeq 2000,gen1,single_timepoint,"USA: Chicago, IL",286.0,5.8500000000000005,one_supp_table,False,2,biosample,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,2,https://www.ebi.ac.uk/ena/browser/view/PRJNA221723,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA221723,2,0,0,0,2,0,0,False,2,0,no_subject_evidence,2.0,"unknown (≤ 2, no subject evidence)",2,0,2,1.0,0.0,1.226529827195514,2,1.0,full,0.0,0.0,0.0,93.38,88.5,False,,Brooks B,Banfield JF,36,3,"University of California, Berkeley",catalog_scope_adequate_depth,2,catalog_scope_adequate_depth,,2,0,0,0,0,
PRJNA231909,include,included,0.8666666666666667,,"[{""source"": ""study.title"", ""quote"": ""developing gut microbiome in infants en route to type 1 diabetes""}, {""source"": ""study.description"", ""quote"": ""Infants from Finland and Estonia were recruited at birth""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,gut/stool,triage_verdict,True,,"A prospective, longitudinal analysis of the developing gut microbiome in infants en route to type 1 diabetes",124,542,2015-03-16,True,False,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R3,R3,COH0241,singleton study PRJNA231909,,0,7,30661755;30710083;36177457;36195095;39138199;39885121;41339624,0.387812629,101.0,1.0,Illumina HiSeq 2000,gen1,longitudinal_2-4,,63.0,7.199999999999999,multiple_supp_tables,False,124,biosample,0.0,0.0,0.0,0.0,0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,124,https://www.ebi.ac.uk/ena/browser/view/PRJNA231909,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231909,0,0,0,124,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),124,0,124,1.0,,,490,0.9041,full,0.0,0.0,0.0,,,False,,Pasolli E,Segata N,82,7,Broad Institute,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJNA268964,include,included,0.7,,"[{""source"": ""paper.supp.table"", ""quote"": ""Age group 6 months-1 yr""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",deterministic,supp_rescue_deterministic,rescued: 6 study-matched sample rows with age<=3y in 41522_2025_868_MOESM2_ESM.xlsx[Data S1!Age group] (paper 41350579); prior outcome unsure_adjudicated/age_unknown_no_evidence; opus_rescue=include,6.0,,triage_verdict,True,,Human Gut Microbiome Metagenome,58,116,2015-02-17,False,False,no,True,enumeration_v1,included,True,R2,R3,R2,R2,R3,R3,COH0400,singleton study PRJNA268964,,0,8,27803195;35672407;36177457;37188713;37259063;38441032;39287373;41350579,0.6291301755,71.5194464742309,0.5,Illumina HiSeq 2500,gen1,longitudinal_2-4,Peru,99.0,6.8,multiple_supp_tables,False,58,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,58,https://www.ebi.ac.uk/ena/browser/view/PRJNA268964,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA268964,2,0,56,0,2,0,0,True,2,2,subject_ids_all_distinct,2.0,≤ 2 (one subject id per sample),58,0,56,0.9655,0.00436,2.731241831588519,98,0.8448,partial,0.0,0.0,0.0,76.6083828792873,82.25571426430189,False,,Nayfach S,Pollard KS,74,10,University of Oklahoma,catalog_scope_adequate_depth,1,catalog_scope_adequate_depth,,2,0,0,0,0,
PRJNA272371,include,included,0.9566666666666667,,"[{""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal sample PR157 from 1 month old male Malay infant""}, {""source"": ""study.title"", ""quote"": ""Infant fecal microbiome related to eczema""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Infant fecal microbiome related to eczema,12,28,2015-09-15,True,True,yes,True,enumeration_v1,included,True,R1,R2,R1,R1,R3,R3,COH0109,Oh 2017 Singapore,,6,11,29049378;36050292;36123315;37169786;37191543;37259063;38424077;38441032;39138199;39287373;41350579,6.33959525,250.0,0.8214285714285714,Illumina HiSeq 2500,gen1,longitudinal_2-4,Singapore,165.0,8.25,one_supp_table,False,12,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,8,12,https://www.ebi.ac.uk/ena/browser/view/PRJNA272371,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA272371,4,0,0,0,4,8,0,False,4,0,no_subject_evidence,4.0,"unknown (≤ 4, no subject evidence)",12,0,12,1.0,0.0002375,1.534139846569376,20,0.7143,full,0.0,0.0,0.0,100.0,81.07029481953236,False,,Oh S,Lee BW,60,11,National University of Singapore,catalog_scope_adequate_depth,4,catalog_scope_adequate_depth,,4,0,0,0,0,
PRJNA273761,include,included,0.9566666666666667,,"[{""source"": ""study.title"", ""quote"": ""Metagenomes from human infant fecal samples with and without necrotizing enterocolitis""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal sample 4 from infant 1""}, {""source"": ""sample.title"", ""quote"": ""Infant N3_177 DOL 11""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Metagenomes from human infant fecal samples with and without necrotizing enterocolitis,60,60,2015-06-05,True,True,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R2,,,,6,13,29180750;29636439;31844663;34704805;36050292;36081629;37169786;37259063;38172624;38424077;38882494;39138199;41025564,2.8922289835,143.2499444231089,1.0,Illumina HiSeq 2000,gen1,single_timepoint,"USA: Pittsburgh, PA",72.0,8.0,multiple_supp_tables,False,60,biosample,0.0,1.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,1.0,0.8833333333333333,1.0,0.0,0.0,0.8833333333333333,0.8833333333333333,0.0,0.0,1.0,4.0,4.0,True,0,60,https://www.ebi.ac.uk/ena/browser/view/PRJNA273761,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA273761,60,0,0,0,60,0,0,False,60,8,subject_ids_partial,56.0,4–56 (subject ids on 8/60 samples),60,0,56,0.9333,0.0,1.1451884130790944,56,0.9333,partial,0.0,0.25,0.0,93.765,95.255,False,,Brooks B,Banfield JF,116,13,"Banfield Lab, University of California, Berkeley",catalog_scope_adequate_depth,56,catalog_scope_adequate_depth,,60,0,0,0,0,
PRJNA284162,include,included,0.7333333333333334,,"[{""source"": ""study.title"", ""quote"": ""STL Infant Twins Microbiome""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal sample""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,STL Infant Twins Microbiome,48,143,2015-09-02,True,False,yes,True,enumeration_v1,included,True,R2,R3,R2,R3,R3,R3,COH0402,singleton study PRJNA284162,,48,2,42315844;42618579,0.022921123,219.85944641089276,0.0,Illumina MiSeq,bench,longitudinal_2-4,"USA: Saint Louis, MO",140.0,6.000000000000001,one_supp_table,False,48,biosample,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,48,https://www.ebi.ac.uk/ena/browser/view/PRJNA284162,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA284162,48,0,0,0,48,0,0,False,48,0,no_subject_evidence,48.0,"unknown (≤ 48, no subject evidence)",48,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Shamash M,Maurice CF,9,2,Washington University,no_profiled_samples,0,no_profiled_samples,,48,0,0,0,0,
PRJNA287207,include,included,0.7,,"[{""source"": ""study.title"", ""quote"": ""Evaluation of vertical transmission between mother-infant""}, {""source"": ""paper.fulltext.data_availability"", ""quote"": ""SRR2131211 PRJNA287207 Italy 90 3 1-6M""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-opus-5,opus_adjudication,,1.0,stool,triage_verdict,True,,Evaluation of vertical transmission between mother-infant,2,2,2015-08-29,True,True,yes,True,enumeration_v1,included,True,R2,R2,R2,R3,R2,R2,COH0403,singleton study PRJNA287207,,0,9,34152069;36050292;36123315;36316342;37169786;37259063;38172624;38424077;39138199,2.7463806,99.69926525029572,1.0,Illumina HiSeq 2500,gen1,single_timepoint,,277.0,7.2,one_supp_table,False,2,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,2,https://www.ebi.ac.uk/ena/browser/view/PRJNA287207,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA287207,0,0,2,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),2,0,2,1.0,,,2,1.0,full,0.0,0.0,0.0,,,False,,Fontana F,Milani C,69,10,University of Parma,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJNA290380,include,included,0.93,,"[{""source"": ""study.title"", ""quote"": ""developing gut microbiome in infants from Finland, Estonia, and Russian Karelia""}, {""source"": ""study.description"", ""quote"": ""longitudinal collection of stool samples from infants at risk for disease""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,"A longitudinal analysis of the developing gut microbiome in infants from Finland, Estonia, and Russian Karelia",785,785,2016-10-07,True,False,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R2,COH0110,Majta 2019 Finland,DIABIMMUNE;DIABIMMUNE Study,0,21,30894435;32728114;34152069;36050292;36123315;36177457;36316342;37158607;37169786;37188713;37191543;38172624;38193687;38424077;38441032;38882494;39138199;39287373;41025564;41350579;41796297,1.852800195,97.30966784565197,1.0,Illumina HiSeq 2500,gen1,single_timepoint,Russia:Petrozavodsk,11.0,8.0,multiple_supp_tables,False,785,biosample,0.0,0.0,0.9859872611464968,1.0,0.02165605095541401,0.978343949044586,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212.0,13.0,True,0,769,https://www.ebi.ac.uk/ena/browser/view/PRJNA290380,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA290380,769,16,0,0,769,0,0,False,769,769,subject_ids,212.0,212,785,0,716,0.9121,0.036033,2.0347173678524686,716,0.9121,partial,0.0,0.0098,0.0,60.629999999999995,79.81999999999998,False,,Majta J,Milanowska K,156,22,The Broad Institute,catalog_scope_adequate_depth,703,catalog_scope_adequate_depth,,769,0,0,0,0,
PRJNA294605,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""11 human infant fecal samples hospitalized""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""fecal samples from infant 23 collected""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Metagenomes from 11 human infant fecal samples hospitalized in the same intensive care unit,158,158,2016-06-29,True,False,,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R3,,,,11,12,29180750;29636439;31844663;36050292;36081629;36478853;37169786;37259063;38424077;38882494;39138199;41025564,2.9928352805,97.39711550117187,1.0,Illumina HiSeq 2000,gen1,longitudinal_5+,"USA: Pittsburgh, PA",184.0,7.8,one_supp_table,False,0,run,0.0,0.8924050632911392,0.8924050632911392,0.8924050632911392,0.8924050632911392,0.9240506329113924,0.8924050632911392,0.8924050632911392,1.0,0.0,0.0,0.8924050632911392,0.8924050632911392,0.0,0.0,1.0,11.0,22.0,True,0,158,https://www.ebi.ac.uk/ena/browser/view/PRJNA294605,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA294605,158,0,0,0,158,0,0,False,158,158,subject_ids,11.0,11,158,0,138,0.8734,0.0,0.8850223828097099,138,0.8734,partial,0.0,0.2029,0.0,100.0,97.245,False,,Brooks B,Banfield JF,88,12,"Banfield Lab, University of California, Berkeley",catalog_scope_adequate_depth,138,catalog_scope_adequate_depth,,158,0,0,158,11,
PRJNA296814,include,included,0.8333333333333334,,"[{""source"": ""study.description"", ""quote"": ""intestinal bacterial colonization in pre- and full-term infants""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""stool""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,1000.0,gut/stool (and saliva),triage_verdict,True,,New Hampshire Birth Cohort Study microbiome: marker gene and shotgun metagenomic sequencing,1063,1082,2019-03-07,True,False,yes,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R2,COH0010,New Hampshire Birth Cohort Study,NHBCS,0,17,29973274;30135504;32968156;34215179;34454437;35568730;35847562;35906254;36050292;36632065;36777525;37138613;37169786;37874156;38424077;38760865;39138199,4.4699287295,152.51048491477331,0.3031423290203327,NextSeq 500,bench,longitudinal_5+,"USA: New Hampshire, Lebanon",7.0,8.0,multiple_supp_tables,False,1063,biosample,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,False,0,747,https://www.ebi.ac.uk/ena/browser/view/PRJNA296814,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA296814,1063,0,0,0,747,0,316,False,1063,67,subject_ids_all_distinct,1063.0,≤ 1063 (one subject id per sample),1063,0,982,0.9238,0.2013025,2.039619878573926,998,0.9224,partial,0.0,0.0143,0.0,92.12,94.366803051242,False,,Lundgren SN,Hoen AG,89,17,Marine Biological Laboratory,catalog_scope_adequate_depth,694,catalog_scope_adequate_depth,,747,0,316,0,0,
PRJNA299342,include,included,0.6,,"[{""source"": ""paper.fulltext.results"", ""quote"": ""144 individuals in Hangzhou, China, 2 months to 178 months-of-age""}, {""source"": ""paper.abstract"", ""quote"": ""colonization of SFB in humans mainly occurs by 36 months of age""}, {""source"": ""study.title"", ""quote"": ""children intestinal bacteria about SFB metagenome""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): Zhejiang University SFB deposit; paper PMC6034559 cites SRP069299 as the raw read data for the Hangzhou paediatric cohort (2-178 months), and states SFB colonisation occurs mainly by 36 months, so the SFB-positive samples selected for deep sequencing are weighted to under-3s. All 11 runs share one BioSample, and per-run ages are not recoverable.",11.0,intestinal luminal fluid (gut),triage_verdict,True,,children intestinal bacteria about SFB metagenome,11,11,2017-02-05,False,False,unsure,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0405,singleton study PRJNA299342,,0,0,,3.866912,100.0,1.0,Illumina HiSeq 2000,gen1,longitudinal_5+,China:Hangzhou,426.0,0.5,abstract_only,False,0,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,11,https://www.ebi.ac.uk/ena/browser/view/PRJNA299342,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA299342,11,0,0,0,0,0,11,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),11,0,10,0.9091,0.006184,2.551865268437366,10,0.9091,partial,0.0,0.0,0.0,94.66,86.155,False,,,,0,0,Zhejiang University,catalog_scope_adequate_depth,10,catalog_scope_adequate_depth,,11,0,0,11,1,
PRJNA300541,include,included,0.85,,"[{""source"": ""paper.supp.table"", ""quote"": ""Age group 6 months-1 yr""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",deterministic,supp_rescue_deterministic,rescued: 28 study-matched sample rows with age<=3y in 41522_2025_868_MOESM2_ESM.xlsx[Data S1!Age group] (paper 41350579); prior outcome excluded_llm/age_unknown_no_evidence; opus_rescue=uncertain,28.0,,triage_verdict,True,,Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America,191,382,2016-03-12,False,False,no,True,enumeration_v1,included,True,R2,R3,R3,R3,R3,R0,COH2294,singleton study PRJNA300541,,0,10,27172044;35484115;36177457;37118093;37191543;38049420;39287373;39809768;41350579;42312244,0.4072410115,138.97965084118556,0.5,Illumina HiSeq 2500,gen1,longitudinal_2-4,El Salvador,108.0,5.025,one_supp_table,False,191,biosample,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031413612565445,13.0,3.0,True,0,26,https://www.ebi.ac.uk/ena/browser/view/PRJNA300541,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA300541,26,165,0,0,26,0,0,True,26,26,subject_ids,13.0,13,191,0,179,0.9372,0.28766400000000003,2.336927657270265,297,0.7775,partial,0.0,0.0112,0.0,99.95216231245459,69.16840673178314,False,,Pehrsson EC,Dantas G,91,11,Washington University in St. Louis,catalog_scope_adequate_depth,24,catalog_scope_adequate_depth,,26,0,0,0,0,
PRJNA301903,include,included,0.94,,"[{""source"": ""study.title"", ""quote"": ""Metagenomic sequencing of preterm infant gut microbiota""}, {""source"": ""study.description"", ""quote"": ""401 fecal samples from 84 longitudinally-sampled preterm infants""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,stool/gut,triage_verdict,True,,Metagenomic sequencing of preterm infant gut microbiota raw sequence reads,403,982,2016-05-05,True,False,,True,enumeration_v1,included,True,R2,R2,R2,R2,R2,R3,COH0243,singleton study PRJNA301903,,0,12,34264786;34677583;36050292;36081629;36748547;37169786;38424077;38882494;39138199;41025564;42259839;42618579,0.103977543,129.72161452513336,0.5916496945010183,Illumina HiSeq 2500,gen1,longitudinal_2-4,"USA: Saint Louis, MO",26.0,7.8,multiple_supp_tables,False,403,biosample,0.0,1.0,0.9975186104218362,0.9975186104218362,0.0,0.9950372208436724,0.9950372208436724,1.0,1.0,0.7196029776674938,0.0,0.9156327543424317,0.9900744416873449,0.0,0.0,1.0,84.0,15.0,True,0,403,https://www.ebi.ac.uk/ena/browser/view/PRJNA301903,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA301903,403,0,0,0,403,0,0,False,403,403,subject_ids,84.0,84,403,0,353,0.8759,0.0,1.0947419027712313,405,0.4124,partial,0.0,0.2011,0.0,100.0,94.91999999999999,False,,Thänert R,Warner BW,119,13,Washington University in St. Louis,catalog_scope_adequate_depth,353,catalog_scope_adequate_depth,,403,0,0,0,0,
PRJNA311208,include,included,0.6,,"[{""source"": ""study.description"", ""quote"": ""Stool samples were collected from children with SBS""}, {""source"": ""study.title"", ""quote"": ""poor growth in patients with short bowel syndrome""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): UT Southwestern paediatric short-bowel-syndrome cohort, 11 subjects (P1-P5 patients, G/H controls) with 16 shotgun runs. No paper found by accession or title and no ages; paediatric SBS is overwhelmingly a consequence of neonatal NEC/gastroschisis and is followed from infancy, so under-3s are likely but the estimate is inferential.",5.0,stool,triage_verdict,True,,Severe gut microbiota dysbiosis is associated with poor growth in patients with short bowel syndrome,11,16,2016-07-16,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0406,singleton study PRJNA311208,,0,0,,5.9963454,100.0,1.0,Illumina HiSeq 2000,gen1,single_timepoint,"USA: Dallas, Texas",417.0,0.5,abstract_only,False,11,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,False,0,11,https://www.ebi.ac.uk/ena/browser/view/PRJNA311208,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA311208,0,0,11,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),11,0,11,1.0,,,16,1.0,full,0.0,0.0,0.0,,,False,,Piper HG,Koh AY,11,1,University of Texas Southwestern Medical Center,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJNA312041,include,included,0.8666666666666667,,"[{""source"": ""study.description"", ""quote"": ""15 neonates aged 1-4 days and 14 infants aged 1-3 months""}, {""source"": ""sample.attr.isolation_source"", ""quote"": ""feces""}, {""source"": ""sample.title"", ""quote"": ""neonate 1""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,human fecal raw sequence reads,1,2,2017-10-05,True,True,,True,enumeration_v1,included,True,R3,R3,R0,R0,R0,R0,COH0111,Guo 2016 China,,1,1,27226242,0.016294005,487.5781971646961,0.0,454 GS FLX Titanium,other,longitudinal_2-4,China: Guangzhou,413.0,1.9000000000000004,fulltext_only,False,1,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,1,https://www.ebi.ac.uk/ena/browser/view/PRJNA312041,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA312041,0,0,0,1,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),1,0,0,0.0,,,0,0.0,none,0.0,,,,,False,,Guo Y,Qiu X,12,1,Guangzhou Women and Children's Medical Center,no_profiled_samples,0,no_profiled_samples,,0,0,0,0,0,
PRJNA320015,include,included,0.85,,"[{""source"": ""sample.title"", ""quote"": ""Human infant stool""}, {""source"": ""study.description"", ""quote"": ""samples from a dog and an infant""}, {""source"": ""run.library_source"", ""quote"": ""METAGENOMIC""}]",claude-opus-5,opus_adjudication,,,,triage_verdict,True,,Technical validation of ethanol fixation on stool canine and infant metagenomes,2,28,2016-05-15,True,True,,True,enumeration_v1,included,True,R2,R2,R2,R3,R3,R3,COH0407,singleton study PRJNA320015,,1,1,37169786,0.0994815705,108.47393310315337,1.0,Illumina MiSeq,bench,longitudinal_5+,USA: Boston,282.0,6.4,one_supp_table,False,2,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,False,0,2,https://www.ebi.ac.uk/ena/browser/view/PRJNA320015,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320015,0,0,0,2,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),2,0,2,1.0,,,11,0.3929,full,0.0,0.5,0.0,,,False,,Lugli GA,Ventura M,9,1,Harvard School of Public Health,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
